"Country","HDI","Category","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","Years","Months","Community","Status","NumSon","NumDaught","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","Q1Self","Q2Others","DPMean","AIPMean","GPMean","SWLSMean"
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","student",25000,NA,2,8,"Large-City","Married",0,0,3,3,3,2,2,1,1,1,2,2,3,1,3,2,3,3,2,2,1,2,3,2,2,3,3,2,3,3,4,1,2,3,1,2,3,3,2,5,4,2,4,4,5,5,5,"yes","no",2.6,1.933,2.65,4.6
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",10000,NA,14,0,"Large-City","Single",0,0,2,2,4,3,3,2,1,5,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2,2,3,4,2,2,3,3,3,3,2,2,3,4,4,4,4,"yes","yes",2.8,2.267,2.55,3.8
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","ma","full-time",35000,"Social Worker",1,0,"Large-City","Married",0,0,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3,5,5,4,5,5,"yes","no",2.6,2.867,2.85,4.8
"UnitedStates",0.92,"VeryHigh",25,"Male","No Kids","deg","part-time",15000,"Customer Service",1,4,"Large Town","Single",0,0,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4.467,4.95,1
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","full-time",150000,"Marketing",1,6,"Large-City","Married",0,0,3,3,2,3,3,1,1,5,2,3,5,2,4,3,4,4,3,1,1,4,4,1,3,2,2,2,3,3,3,1,4,3,5,2,5,5,3,4,4,4,5,5,5,5,4,"no","no",2.8,2.867,3.15,4.8
"UnitedStates",0.92,"VeryHigh",32,"Male","Yes Kids","phd","full-time",67500,NA,1,0,"Rural/Country","Married",1,1,2,3,2,1,1,1,2,2,4,3,1,5,3,3,1,5,3,4,2,3,5,1,3,3,1,2,3,2,4,4,3,4,1,2,3,3,3,3,5,3,3,4,5,5,2,"yes","yes",1.8,2.8,2.9,3.8
"UnitedStates",0.92,"VeryHigh",24,"Female","No Kids","ma","full-time",55000,NA,1,0,"Small Town","Single",0,0,2,3,3,2,2,1,2,2,4,3,4,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,3,3,2,2,3,3,3,4,4,4,3,"no","no",2.4,2.667,2.5,3.6
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","full-time",87500,NA,5,8,"Large Town","Married",0,0,4,4,4,3,3,1,2,4,2,4,4,4,4,4,4,3,3,2,2,2,4,2,4,2,2,4,5,4,4,3,4,5,1,2,4,3,2,1,5,5,3,5,3,4,4,"yes","yes",3.6,3,3.3,3.8
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ltuni","unemployed",10000,NA,3,0,"Medium-Sized","Divorced",0,2,4,4,4,4,4,5,2,3,5,4,4,5,5,2,2,3,3,5,4,4,4,4,5,5,5,5,5,3,4,4,5,5,5,3,4,2,3,4,5,5,1,1,1,3,2,"yes","yes",4,3.733,4.25,1.6
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","ma","full-time",NA,NA,0,0,"Small Town","Divorced",2,0,4,2,2,1,1,1,2,3,3,1,1,2,1,2,3,1,1,2,2,4,2,1,1,5,3,2,3,3,2,1,4,2,2,2,2,3,2,2,2,2,4,4,4,4,4,"yes","yes",2,1.933,2.3,4
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","phd","full-time",87500,NA,0,9,"Village","Married",0,0,3,3,3,2,2,1,1,2,1,2,2,2,3,2,3,3,1,3,1,1,3,1,1,3,4,2,3,3,3,1,2,3,2,2,3,3,2,3,3,3,4,4,4,4,4,"yes","no",2.6,1.867,2.5,4
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","ltuni","unemployed",10000,NA,NA,0,"Large Town","Married",0,0,4,4,4,4,4,2,3,4,4,4,4,4,4,5,4,2,4,1,3,3,3,2,3,3,3,3,3,4,4,2,3,4,3,2,4,2,3,3,3,4,3,3,3,2,4,"yes","yes",4,3.4,3.05,3
"UnitedStates",0.92,"VeryHigh",32,"Female","Yes Kids","ltuni","full-time",10000,NA,3,0,"Small Town","Married",0,2,3,3,3,2,2,3,3,5,4,3,2,3,3,2,3,2,3,3,2,5,4,1,3,3,4,3,5,2,3,3,5,4,4,3,4,4,3,5,5,5,4,4,4,4,2,"yes","yes",2.6,3.067,3.65,3.6
"UnitedStates",0.92,"VeryHigh",21,"Female","No Kids","ltuni","student",10000,NA,0,0,"Small Town","Single",0,0,1,2,1,1,1,2,5,5,4,4,5,5,5,5,5,3,4,4,4,5,5,1,4,4,5,5,5,1,5,5,5,5,3,4,5,1,1,5,5,5,1,1,1,2,2,"yes","yes",1.2,4.333,3.95,1.4
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","deg","",250000,NA,0,0,"Rural/Country","Married",1,1,5,3,2,3,3,3,4,4,5,4,2,4,4,4,4,4,4,2,4,4,4,4,2,4,3,3,4,2,4,3,3,4,3,4,5,4,4,5,5,4,2,4,2,4,2,"yes","yes",3.2,3.733,3.7,2.8
"UnitedStates",0.92,"VeryHigh",22,"Male","No Kids","ltuni","student",25000,NA,0,0,"Large Town","Single",0,0,4,5,4,4,4,4,2,2,3,3,1,5,4,2,3,5,4,4,2,4,1,2,4,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,2,2,"yes","yes",4.2,3.2,3.4,3.2
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",55000,NA,1,2,"Large Town","Single",0,0,4,4,3,2,1,1,1,3,3,2,1,3,4,3,3,1,2,2,2,2,4,1,1,5,1,1,2,3,3,2,2,4,1,1,3,2,2,2,3,2,4,5,4,4,4,"yes","yes",2.8,2.2,2.25,4.2
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","phd","full-time",55000,NA,4,0,"Small Town","Single",0,0,2,4,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,1,2,4,4,3,4,4,4,4,2,4,3,3,4,2,2,4,4,4,2,3,3,3,2,"yes","yes",3.6,4,3.3,2.6
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","deg","full-time",150000,NA,5,0,"Village","Single",0,0,2,2,2,2,2,2,2,5,4,3,1,1,4,3,4,3,3,3,3,5,5,4,3,5,5,3,5,1,3,5,3,5,4,5,4,4,4,5,5,4,2,2,2,3,1,"yes","no",2,3.067,4.1,2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","high","student",NA,NA,0,0,"Large Town","Single",0,0,5,5,3,2,2,1,1,5,1,3,5,2,4,2,2,1,3,5,1,1,5,1,2,2,3,2,2,4,3,1,2,3,1,3,3,3,4,4,4,4,1,1,2,1,1,"yes","no",3.4,2.467,2.8,1.2
"UnitedStates",0.92,"VeryHigh",38,"Male","Yes Kids","phd","full-time",87500,NA,10,0,"Village","Married",1,2,5,5,2,3,3,5,1,2,2,4,4,5,5,5,5,5,2,5,2,5,5,3,5,5,4,2,4,3,5,5,2,5,5,5,5,5,5,5,5,5,2,3,2,2,1,"yes","yes",3.6,3.8,4.4,2
"UnitedStates",0.92,"VeryHigh",24,"Female","No Kids","ma","student",87500,NA,1,0,"Large Town","Single",0,0,2,1,1,1,1,2,2,3,3,3,3,3,4,3,3,1,3,2,2,2,2,1,3,1,3,5,2,2,4,1,2,4,2,2,5,3,2,3,2,3,5,5,5,5,5,"yes","no",1.2,2.6,2.6,5
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","ltuni","retired",15000,NA,12,5,"Large-City","Divorced",0,0,4,4,4,3,3,1,2,2,4,4,4,4,4,3,4,5,5,1,5,2,5,1,2,3,4,2,3,4,3,4,5,4,3,2,5,5,1,3,3,5,1,1,1,1,4,"yes","yes",3.6,3.333,3.35,1.6
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","deg","unemployed",15000,NA,4,0,"Village","Single",0,0,3,3,2,3,3,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3,3,2,2,1,"yes","yes",2.8,3.8,3.6,2.2
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","deg","unemployed",15000,NA,4,0,"Village","Single",0,0,3,3,2,3,3,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3,3,2,2,1,"yes","yes",2.8,3.8,3.6,2.2
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","ltuni","full-time",55000,NA,10,10,"Small Town","Married",0,0,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,3,1,5,5,5,5,5,"yes","no",1,1.667,1.3,5
"UnitedStates",0.92,"VeryHigh",38,"Male","Yes Kids","ltuni","full-time",15000,NA,1,0,"Large-City","Divorced",1,3,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,5,1,1,2,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,4,5,5,5,"yes","yes",1,1.533,1.85,4.8
"UnitedStates",0.92,"VeryHigh",38,"Male","Yes Kids","ma","full-time",87500,NA,10,0,"Medium-Sized","Married",1,1,4,4,4,4,4,4,1,2,3,4,3,3,3,3,5,5,2,5,2,3,1,3,5,2,5,1,4,4,3,3,5,4,5,4,4,4,3,4,4,3,3,3,3,4,3,"yes","yes",4,3.2,3.55,3.2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","full-time",87500,NA,8,0,"Small Town","Divorced",0,0,5,4,4,3,3,1,2,5,3,3,3,3,4,3,5,4,2,5,3,4,4,4,4,5,2,2,5,2,4,3,2,5,4,5,5,5,5,4,3,5,5,5,4,4,2,"yes","yes",3.8,3.333,3.9,4
"UnitedStates",0.92,"VeryHigh",32,"Female","Yes Kids","deg","full-time",NA,NA,2,0,"Large Town","Married",1,0,3,3,2,2,2,2,3,4,5,3,2,5,4,3,5,3,3,3,4,3,4,3,3,5,3,2,4,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,"yes","yes",2.4,3.467,3.7,4
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","phd","part-time",25000,NA,4,6,"Small Town","Married",1,0,3,3,3,3,3,1,2,5,3,2,1,2,3,3,3,4,3,4,2,2,2,3,4,4,3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,3,3,2,2,2,2,"no","no",3,2.667,3.15,2.2
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","ma","full-time",25000,NA,2,0,"Small Town","Married",3,1,3,3,4,3,3,3,4,5,4,4,3,4,4,2,4,5,4,1,3,3,3,1,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3,2,3,4,3,"yes","yes",3.2,3.533,3.4,3
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","ltuni","full-time",55000,NA,NA,0,"Medium-Sized","Divorced",0,0,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,4,2,1,1,1,1,2,4,3,3,3,1,"no","no",1,1.2,1.5,2.8
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","deg","student",NA,NA,0,0,"Village","Single",0,0,5,5,5,5,5,5,4,3,5,5,4,4,5,4,5,5,5,4,4,5,5,4,3,5,5,4,5,5,5,3,2,5,4,5,5,4,5,5,5,4,2,1,2,1,1,"yes","yes",5,4.467,4.4,1.4
"UnitedStates",0.92,"VeryHigh",28,"Female","Yes Kids","ltuni","full-time",35000,NA,1,0,"Small Town","Divorced",1,1,4,4,5,3,3,2,3,3,4,3,3,2,3,2,4,3,4,2,4,5,5,3,2,4,5,2,3,3,3,4,3,3,3,4,3,5,4,3,3,3,3,4,3,4,2,"yes","yes",3.8,3.133,3.4,3.2
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","dip","student",10000,NA,1,8,"Medium-Sized","Single",0,0,4,4,2,2,2,1,1,5,4,4,4,3,4,4,4,5,4,3,1,1,4,3,2,5,3,3,1,2,3,4,4,4,1,4,4,4,2,4,4,4,3,4,4,3,3,"yes","yes",2.8,3.2,3.25,3.4
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",25000,NA,1,0,"Village","Single",0,0,3,4,2,3,3,3,4,3,4,4,4,3,4,2,3,2,4,3,4,3,4,4,3,4,4,4,2,3,4,4,4,3,4,4,4,2,2,4,3,3,3,3,2,4,2,"yes","yes",3,3.333,3.45,2.8
"UnitedStates",0.92,"VeryHigh",68,"Male","Yes Kids","phd","full-time",67500,NA,0,0,"Large Town","Married",2,0,3,3,2,1,2,2,2,5,3,2,2,3,3,3,3,1,3,1,2,2,2,3,2,4,2,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,1,3,4,2,"yes","no",2.2,2.467,2.55,2.6
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","deg","full-time",25000,NA,7,0,"Small Town","Single",0,0,5,5,4,3,3,1,1,5,1,2,2,5,5,2,2,4,5,3,1,5,5,4,2,2,3,1,3,3,3,3,4,3,1,2,4,5,5,1,5,5,1,1,1,1,1,"yes","yes",4,2.933,3.2,1
"UnitedStates",0.92,"VeryHigh",32,"Male","Yes Kids","dip","full-time",87500,NA,0,8,"Rural/Country","Separated",1,1,4,4,4,3,3,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4,4,2,3,3,4,3,3,3,4,2,2,4,3,4,4,4,3,4,4,3,3,3,2,3,3,"yes","no",3.6,3.333,3.3,2.8
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","ma","full-time",250000,NA,0,0,"Medium-Sized","Single",0,0,4,4,4,4,4,1,1,5,3,3,5,4,4,3,3,3,1,1,1,4,4,4,4,3,4,1,5,5,4,3,4,4,1,2,4,5,4,3,4,4,3,3,3,3,1,"yes","yes",4,2.8,3.6,2.6
"UnitedStates",0.92,"VeryHigh",38,"Male","Yes Kids","deg","full-time",55000,NA,0,2,"Rural/Country","Married",1,0,3,3,4,3,3,2,2,2,4,3,3,2,4,3,4,3,2,3,3,4,4,3,3,2,2,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,"yes","yes",3.2,2.933,3.3,3.2
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","deg","part-time",25000,NA,0,0,"Village","Married",0,0,4,4,4,4,4,1,3,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,5,4,4,4,5,4,2,5,5,4,5,3,3,3,3,4,2,"yes","yes",4,3.8,3.95,3
"UnitedStates",0.92,"VeryHigh",32,"Male","Yes Kids","phd","full-time",87500,NA,4,10,"Large Town","Married",2,0,3,3,4,3,3,1,2,3,3,3,1,2,3,2,2,3,3,2,2,2,3,1,3,3,1,2,4,3,4,2,3,3,1,2,3,4,3,3,3,3,2,4,3,3,2,"no","no",3.2,2.267,2.7,2.8
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","phd","unemployed",25000,NA,4,0,"Large Town","Divorced",1,0,5,5,5,3,2,1,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,3,5,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,5,5,2,2,2,3,2,"yes","yes",4,4.4,4.55,2.2
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","ma","full-time",87500,NA,4,11,"Large-City","Divorced",0,1,3,3,2,2,2,1,1,1,1,1,5,1,5,1,1,2,1,2,1,3,2,1,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,4,4,4,3,"no","no",2.4,1.8,2.6,3.6
"UnitedStates",0.92,"VeryHigh",68,"Male","No Kids","ma","full-time",150000,NA,7,3,"Large-City","Married",0,0,4,4,3,4,4,3,3,3,4,4,3,4,4,3,4,4,5,4,4,5,5,3,4,1,4,3,4,4,4,4,5,5,4,4,3,4,3,4,3,3,2,1,1,3,1,"yes","yes",3.8,3.8,3.7,1.6
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",150000,NA,5,0,"Rural/Country","Single",0,0,4,3,3,3,3,3,4,2,4,3,3,4,4,2,4,5,5,5,4,5,5,2,4,5,3,2,4,3,4,4,5,5,3,3,4,4,3,5,4,3,3,2,3,3,2,"yes","yes",3.2,3.8,3.75,2.6
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","ma","full-time",67500,NA,NA,0,"Large Town","Married",3,2,5,4,4,4,5,3,4,3,5,5,5,5,5,5,5,2,5,3,5,4,5,3,5,5,4,3,4,4,4,4,5,5,3,4,4,4,3,4,4,4,2,3,2,4,2,"yes","yes",4.4,4.267,4.05,2.6
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","phd","full-time",45000,NA,3,0,"Large Town","Married",0,0,4,4,3,3,3,1,2,4,4,4,3,3,4,2,4,2,3,4,3,4,4,3,4,2,2,2,4,4,4,4,3,4,1,2,4,3,4,5,4,4,3,4,2,3,2,"yes","yes",3.4,3.133,3.35,2.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","unemployed",150000,NA,0,0,"Village","Married",0,0,5,5,4,3,3,4,1,2,2,5,5,5,4,5,5,3,2,3,3,5,5,4,2,1,5,3,5,2,5,3,4,5,3,4,4,5,5,5,5,5,4,4,3,3,5,"yes","yes",4,3.6,4,3.8
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","high","full-time",25000,NA,5,0,"Large Town","Married",1,1,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,3,3,4,3,2,"no","no",2,2.333,2.35,3
"UnitedStates",0.92,"VeryHigh",68,"Female","Yes Kids","ltuni","part-time",25000,NA,0,2,"Rural/Country","Divorced",0,2,2,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,"no","no",1.2,1.333,1.5,1.6
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ltuni","part-time",15000,NA,1,6,"Village","Single",0,0,3,3,2,2,2,1,1,3,2,3,1,2,2,3,2,3,3,4,3,3,3,2,1,2,2,3,3,2,3,2,2,3,2,2,3,2,2,3,3,3,4,5,4,3,4,"no","no",2.4,2.4,2.4,4
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","deg","full-time",35000,NA,5,0,"Small Town","Married",0,0,3,2,3,2,2,1,1,3,2,3,2,2,3,2,3,2,2,1,2,2,3,3,3,4,2,3,3,3,3,2,2,2,2,3,3,4,2,3,2,4,2,4,3,4,4,"yes","no",2.4,2.067,2.8,3.4
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","phd","part-time",25000,NA,1,3,"Large Town","Married",1,4,5,4,4,3,3,3,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,5,4,3,1,2,2,3,2,"yes","yes",3.8,4.267,4.3,2
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","phd","full-time",87500,NA,13,0,"8","Married",0,0,3,3,2,2,2,1,1,2,3,3,4,2,2,3,4,1,2,2,2,2,4,2,2,2,2,1,3,3,4,3,3,3,2,2,3,4,2,4,3,2,4,4,3,5,3,"yes","no",2.4,2.267,2.7,3.8
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","deg","full-time",67500,NA,5,0,"Rural/Country","Divorced",1,2,1,1,3,2,1,2,2,5,3,2,4,1,3,1,1,5,3,1,2,2,2,1,2,2,1,2,2,2,4,1,3,3,4,3,2,4,3,3,3,3,4,4,4,4,1,"yes","no",1.6,2.467,2.5,3.4
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","high","part-time",15000,NA,2,0,"Small Town","Single",0,0,2,3,3,2,2,2,2,3,5,4,2,4,5,3,4,4,3,2,4,2,4,3,4,4,4,2,5,4,4,4,4,3,3,4,4,4,3,4,4,5,2,2,2,2,1,"yes","yes",2.4,3.267,3.8,1.8
"UnitedStates",0.92,"VeryHigh",68,"Female","Yes Kids","phd","retired",150000,NA,NA,0,"Large Town","Married",3,0,4,3,3,2,2,1,1,4,4,3,3,4,4,4,4,2,4,2,4,2,3,2,2,3,3,3,3,3,4,4,3,5,1,2,4,3,2,3,4,3,5,5,5,5,5,"yes","no",2.8,3.067,3,5
"UnitedStates",0.92,"VeryHigh",32,"Male","Yes Kids","ma","full-time",87500,NA,3,0,"Small Town","Married",3,0,3,4,4,3,3,3,5,3,4,3,5,4,4,4,4,2,4,3,4,4,4,2,3,3,4,3,3,3,3,2,4,3,4,4,3,4,4,2,4,2,3,4,4,4,2,"yes","yes",3.4,3.733,3.2,3.4
"UnitedStates",0.92,"VeryHigh",21,"Female","No Kids","deg","student",10000,NA,2,0,"Medium-Sized","Single",0,0,4,3,5,3,3,1,1,5,1,1,1,2,4,1,4,3,1,1,1,1,3,1,2,2,2,4,3,4,4,1,5,3,1,1,4,4,1,3,3,2,2,2,3,3,4,"yes","yes",3.6,1.867,2.65,2.8
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","","full-time",150000,NA,4,0,"Large Town","Married",1,1,4,2,2,1,1,1,1,1,5,5,1,1,1,1,1,2,1,1,1,2,1,1,5,2,1,1,2,2,3,1,2,4,1,3,2,5,2,4,2,2,4,4,4,4,3,"no","no",2,1.667,2.3,3.8
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","phd","full-time",NA,NA,12,0,"Village","Married",0,1,2,2,2,2,2,1,1,4,3,2,1,3,2,2,3,3,1,3,1,2,3,1,3,1,3,2,3,2,3,3,2,3,5,3,2,4,3,3,3,2,2,3,3,3,1,"no","no",2,2.133,2.7,2.4
"UnitedStates",0.92,"VeryHigh",28,"Female","Yes Kids","dip","full-time",NA,NA,5,0,"Small Town","Married",3,0,2,2,2,2,2,1,1,3,3,3,3,1,3,2,3,1,3,3,2,2,3,1,1,4,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,4,5,5,5,5,"no","no",2,2.267,2.55,4.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","dip","part-time",10000,NA,0,8,"Village","Married",0,0,5,5,5,3,3,4,2,3,4,3,5,4,5,2,5,5,4,3,2,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,4,5,5,2,3,1,2,2,"yes","yes",4.2,3.733,4.35,2
"UnitedStates",0.92,"VeryHigh",45,"Male","No Kids","ma","full-time",87500,NA,3,0,"Medium-Sized","Divorced",0,0,2,3,2,2,2,2,1,2,2,3,1,3,1,1,4,4,2,4,1,3,4,1,3,5,5,5,3,2,4,3,3,4,4,5,2,4,1,2,2,3,2,4,4,4,3,"yes","yes",2.2,2.267,3.25,3.4
"UnitedStates",0.92,"VeryHigh",38,"Male","No Kids","deg","full-time",87500,NA,0,6,"Village","Married",0,0,5,5,5,5,5,4,3,2,4,4,3,4,5,4,5,5,4,5,4,5,5,5,3,4,4,3,5,5,5,2,4,5,5,5,5,5,5,4,5,5,2,3,3,4,3,"yes","yes",5,4.067,4.45,3
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","deg","unemployed",15000,NA,2,3,"Small Town","Separated",0,2,5,4,3,2,3,4,4,3,4,4,4,4,2,3,4,3,3,3,4,5,4,5,1,1,5,2,3,4,4,1,2,4,5,5,3,3,2,4,2,5,2,2,3,3,4,"yes","yes",3.4,3.6,3.25,2.8
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","dip","full-time",NA,NA,0,6,"Rural/Country","Married",2,0,2,3,1,2,2,1,2,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,1,3,3,3,2,4,1,2,2,2,2,3,1,"no","no",2,2.333,2.4,2
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","dip","unemployed",NA,NA,0,0,"Village","Single",0,0,5,5,5,4,4,3,3,3,5,4,4,4,4,4,5,3,5,3,4,4,4,3,4,4,3,3,4,4,5,5,4,4,3,4,4,5,5,4,4,4,2,3,2,2,1,"yes","yes",4.6,3.867,4,2
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","ma","full-time",55000,NA,0,2,"Small Town","Single",0,0,3,3,3,3,3,2,2,3,4,3,3,3,3,3,4,4,4,3,4,3,4,2,2,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,3,4,3,3,4,4,"yes","yes",3,3.2,3.25,3.6
"UnitedStates",0.92,"VeryHigh",55,"Male","Yes Kids","phd","full-time",150000,NA,NA,0,"Small Town","Married",1,1,5,5,4,4,4,2,2,5,3,3,1,4,5,2,4,5,5,5,3,5,5,4,4,1,4,4,3,4,5,3,4,5,4,5,5,5,4,5,5,5,2,3,1,3,2,"yes","yes",4.4,3.6,4.2,2.2
"UnitedStates",0.92,"VeryHigh",25,"Female","No Kids","ma","part-time",15000,NA,0,5,"Small Town","Single",0,0,4,4,3,2,2,1,1,1,2,3,4,4,4,2,3,2,2,3,1,3,4,2,3,2,2,3,3,3,5,2,3,4,1,3,4,4,3,4,5,4,2,2,2,1,2,"yes","yes",3,2.4,3.2,1.8
"UnitedStates",0.92,"VeryHigh",24,"Female","No Kids","dip","full-time",45000,NA,2,0,"Medium-Sized","Single",0,0,2,1,2,2,2,1,1,2,3,2,1,2,2,1,3,4,3,2,2,1,3,2,2,4,4,1,3,3,3,2,2,3,3,3,1,4,3,4,3,3,4,5,4,3,2,"no","no",1.8,2,2.8,3.6
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ma","full-time",35000,NA,0,1,"Village","Single",0,0,4,3,2,2,2,1,2,4,4,1,1,3,4,1,3,4,3,4,2,3,5,3,3,4,5,4,3,2,5,1,3,5,3,2,4,5,5,3,4,4,5,5,5,5,4,"yes","yes",2.6,2.667,3.65,4.8
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","ma","full-time",45000,NA,7,0,"Small Town","Married",0,3,3,3,4,3,3,1,3,5,4,3,3,4,4,3,4,3,4,2,4,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,3,3,"yes",NA,3.2,3.333,3.6,3.4
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ma","full-time",NA,NA,10,0,"Medium-Sized","Married",1,1,1,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,5,1,1,3,2,3,1,2,3,1,3,3,4,4,3,"no","no",1.4,1.6,1.75,3.4
